proper_star_name	parsecs_from_earth	light_years_from_earth	constellation_full_name	apparent_magnitude
	206.1856	672.4867055359999	Cassiopeia	8.04
	168.0672	548.161256832		8.74
	680.2721	2218.748270476	Andromeda	6.48
	680.2721	2218.748270476	Andromeda	9.96
	149.7006	488.257488936	Cetus	6.52
	179.5332	585.558303792	Triangulum	7.11
	346.0208	1128.567600448		8.19
	719.4245	2346.44617222	Perseus	8.85
	166.113	541.78751628	Perseus	6.97
	72.6744	237.031916064		8.52
	195.6947	638.270005732	Triangulum	6.94
	465.1163	1517.004719428	Cetus	8.22
	31.2598	101.95571328799998	Andromeda	7.57
	165.0165	538.21121574	Cassiopeia	7.75
	120.919	394.38457364		9.83
	152.439	497.1889448399999	Cetus	8.75
	66.5779	217.14781552399998	Andromeda	9.66
	166.3894	542.6890114639999	Cetus	9.3
	330.033	1076.42243148		8.48
	61.2745	199.85045822	Aries	11.96
	714.2857	2329.6856676919997	Perseus	9.02
	143.472	467.94253632		8.69
	416.6667	1358.9834420519999		8.72
	271.0027	883.8915662119999	Cassiopeia	7.79
	952.381	3106.2477743599998	Cetus	8.77
	173.0104	564.283800224	Aries	9.12
	119.6172	390.138674832	Cassiopeia	6.65
	31.3283	102.17913014799998		10.49
	100000.0	326156.0	Eridanus	9.91
	170.3578	555.632186168	Perseus	7.92
	60.3136	196.716425216		8.58
	340.1361	1109.374298316	Cassiopeia	8.62
	171.5266	559.444297496	Aries	8.36
	343.6426	1120.810958456	Andromeda	7.65
	438.5965	1430.5088005399998	Cetus	9.99
	336.7003	1098.168230468	Perseus	10.44
	62.422	203.59309831999997	Triangulum	8.6
	155.2795	506.45340602	Cetus	9.47
	129.7017	423.0298766519999	Andromeda	8.23
	344.8276	1124.675907056		9.95
	602.4096	1964.7950549759996	Eridanus	8.66
	114.5475	373.60354409999997		9.52
	210.084	685.20157104	Perseus	7.97
	232.5581	758.5021966359999	Perseus	8.82
	100000.0	326156.0	Cetus	10.07
	151.7451	494.925748356	Eridanus	10.13
	129.7017	423.0298766519999		6.37
	100000.0	326156.0		9.49
	71.9942	234.81340295200002	Phoenix	7.23
	160.2564	522.685863984	Aries	8.6
	100000.0	326156.0	Cassiopeia	8.47
	520.8333	1698.729057948	Perseus	7.6
	248.7562	811.333271672	Cetus	8.23
	151.2859	493.42804000399997		9.29
	103.8422	338.687565832	Cassiopeia	8.41
	55.6174	181.399487144	Cetus	9.18
	223.2143	728.0268323079999	Andromeda	8.02
	243.309	793.56690204	Andromeda	7.99
	99.8004	325.50499262399995	Cetus	8.99
	223.7136	729.655329216	Cassiopeia	6.02
	252.5253	823.6264174679999	Andromeda	10.01
	75.0188	244.678317328	Perseus	5.7
	840.3361	2740.806610316	Triangulum	8.4
	100000.0	326156.0	Perseus	10.95
	833.3333	2717.9665579479997	Aries	8.31
	675.6757	2203.756836092	Perseus	8.97
	257.0694	838.4472722639998	Andromeda	8.09
	383.1418	1249.639969208	Aries	8.96
	253.1646	825.711532776	Aries	7.79
	117.096	381.91562976	Eridanus	9.66
	230.9469	753.247171164	Cassiopeia	7.8
	826.4463	2695.5041942279995	Triangulum	8.44
	99.3049	323.888889644	Cetus	10.07
	174.216	568.21593696	Andromeda	7.6
	187.2659	610.7789688039999		8.57
	22.0119	71.793132564		2.86
	109.7695	358.01981041999994	Cetus	6.46
	99.7009	325.180467404	Cassiopeia	9.29
	195.6947	638.270005732	Andromeda	7.31
	117.6471	383.713075476	Aries	7.77
	100000.0	326156.0	Perseus	9.16
	234.192	763.83125952	Cassiopeia	6.87
	128.041	417.61340395999997	Eridanus	8.27
	149.0313	486.07452682799993	Perseus	7.87
	473.9336	1545.762872416	Andromeda	9.06
	404.8583	1320.4696369479998	Triangulum	8.38
	127.8772	417.079160432	Eridanus	9.11
	361.0108	1177.458384848	Aries	6.79
	69.4444	226.49707726399998	Cetus	7.31
	120.1923	392.014397988		9.45
	130.3781	425.2359958359999		8.65
	68.918	224.78019208		9.13
	184.5018	601.763690808		8.38
	346.0208	1128.567600448	Phoenix	7.38
	56.4972	184.26900763199998	Triangulum	10.89
	89.1266	290.691753496		9.57
	344.8276	1124.675907056	Triangulum	7.57
	111.2347	362.798648132	Cetus	6.62
	161.2903	526.0579908679999	Phoenix	9.27
	102.7749	335.206502844	Aries	9.02
	793.6508	2588.539703248	Eridanus	7.91
	284.9003	929.219422468	Cetus	8.76
	259.0674	844.963869144	Aries	9.4
	628.9308	2051.2955400479996	Cassiopeia	9.71
	100000.0	326156.0	Cetus	8.64
	108.9325	355.2898847	Cetus	9.24
	436.6812	1424.2619346719998	Cassiopeia	8.11
	125.0	407.695	Cassiopeia	9.64
	24.9813	81.478008828	Triangulum	7.14
	213.2196	695.428518576	Phoenix	9.55
	97.9432	319.44762339199997	Cetus	8.74
	113.3787	369.79143277199995	Cetus	8.28
	552.4862	1801.9668904720002	Eridanus	9.51
	258.3979	842.780254724	Cetus	11.57
	31.1429	101.574436924		10.89
	86.881	283.36759436	Eridanus	8.96
	196.0784	639.5214663039999	Cetus	7.32
	116.2791	379.25126139599996	Cassiopeia	7.36
	173.3102	565.261615912	Cepheus	8.02
	216.9197	707.496616732	Cetus	8.3
	198.4127	647.134925812		7.97
	293.2551	956.469103956	Cetus	8.65
	193.4236	630.862676816	Aries	7.3
	243.9024	795.5023117439999	Phoenix	8.56
	113.6364	370.63193678399995		6.79
	97.4659	317.890880804	Aries	8.73
	110.6195	360.79213641999996	Cetus	9.69
	167.2241	545.4114355959999	Cassiopeia	8.83
	100000.0	326156.0		9.66
	183.1502	597.355366312		9.12
	12.2474	39.945629944	Cassiopeia	12.21
	100000.0	326156.0	Cassiopeia	10.44
	250.0	815.39	Aries	8.04
	117.9245	384.61783221999997	Cetus	8.16
	98.6193	321.652764108	Aries	6.09
	177.305	578.2908957999999	Phoenix	6.93
	191.2046	623.625275176		8.36
	555.5556	1811.977922736	Cassiopeia	8.95
	84.4595	275.46972682	Cetus	8.85
	307.6923	1003.556897988	Cetus	6.8
	324.6753	1058.9479714679999	Aries	9.52
	100000.0	326156.0		8.92
	121.6545	396.78345102		9.12
	123.9157	404.158490492	Cetus	9.15
	269.5418	879.126753208	Perseus	7.82
	507.6142	1655.6141701519998	Perseus	8.66
	119.9041	391.07441639599995	Aries	5.89
	66.8896	218.16444377599998		7.3
	215.9827	704.4405350119999	Cassiopeia	9.21
	222.7171	726.4051846759999	Triangulum	8.55
	490.1961	1598.8039919159999	Phoenix	8.31
	75.3012	245.59938187199995	Cassiopeia	5.29
	89.9281	293.305893836	Phoenix	5.57
	465.1163	1517.004719428	Cassiopeia	7.29
	100000.0	326156.0		8.85
	71.9424	234.644454144	Eridanus	7.92
	327.8689	1069.364089484		9.2
	136.612	445.56823471999996		6.09
	321.5434	1048.733091704		7.69
	203.252	662.91859312	Andromeda	7.48
	263.1579	858.3052803239999	Cassiopeia	8.99
	100000.0	326156.0	Cetus	9.48
	86.2069	281.168976764		9.63
	363.6364	1186.0219367839998		8.56
	183.1502	597.355366312	Eridanus	9.96
	180.5054	588.729192424	Cetus	5.43
	64.0205	208.80670197999999	Perseus	7.23
	133.6898	436.0373040879999	Aries	8.03
	255.102	832.03047912		9.44
	373.1343	1216.999907508		8.31
	75.188	245.23017328		9.81
	236.4066	771.0543102959999	Eridanus	8.94
	100000.0	326156.0	Triangulum	9.01
	153.1394	499.47334146399993	Cetus	9.17
	704.2254	2296.873395624	Eridanus	8.59
	190.4762	621.249554872		9.4
	231.4815	754.99080114		9.39
	296.7359	967.821942004	Cetus	8.21
	47.1032	153.629912992	Cetus	10.42
	126.4223	412.333916788	Cetus	9.62
	143.6782	468.615069992	Cetus	10.5
	210.084	685.20157104	Andromeda	8.28
	151.9757	495.67786409199994		6.75
	201.6129	657.572570124	Phoenix	9.1
	135.1351	440.75123675599997		10.69
	102.6694	334.86240826399995		8.4
	89.7666	292.779151896	Cetus	3.99
	231.4815	754.99080114		9.28
	42.735	139.3827666	Cetus	7.99
	235.8491	769.235990596	Phoenix	8.66
	174.8252	570.2028793119999	Eridanus	8.82
	163.9344	534.681881664	Cetus	7.86
	33.5008	109.26486924799998		5.89
	285.7143	931.8743323079999		8.58
	724.6377	2363.4493368119997		7.41
	225.2252	734.5855033119999	Cassiopeia	8.56
	704.2254	2296.873395624	Cassiopeia	8.02
	96.432	314.51875392	Cetus	6.89
	271.0027	883.8915662119999	Andromeda	6.87
	110.9878	361.99336896799997	Cassiopeia	8.18
	366.3004	1194.710732624	Cetus	9.5
	142.6534	465.272623304	Eridanus	6.51
	192.3077	627.223102012	Andromeda	7.49
	456.621	1489.2967887599998		9.15
	96.6184	315.12670870399995		7.86
	438.5965	1430.5088005399998	Cassiopeia	9.12
	137.1742	447.401883752	Andromeda	7.66
	254.4529	829.9134005239999		7.09
	221.7295	723.1840680199999	Aries	7.6
	617.284	2013.30880304	Andromeda	8.87
	159.2357	519.356789692	Aries	7.89
	145.9854	476.140141224	Cetus	5.43
	99.5025	324.53337389999996		8.7
	448.4305	1462.5829815799998	Phoenix	7.16
	178.8909	583.4634038039999		8.87
	277.0083	903.479190948	Cetus	8.45
	139.6648	455.52512508800004		7.66
	259.0674	844.963869144	Andromeda	8.23
	363.6364	1186.0219367839998	Andromeda	8.94
	236.4066	771.0543102959999	Aries	9.09
	35.1617	114.68199425200001	Phoenix	7.37
	131.406	428.58855336		8.91
	140.4494	458.084145064	Triangulum	8.86
	373.1343	1216.999907508	Phoenix	8.33
	100000.0	326156.0		9.4
	169.7793	553.745373708		8.05
	100000.0	326156.0	Phoenix	8.72
	276.2431	900.9834452360001	Cassiopeia	7.01
	83.3333	271.796557948	Cetus	9.05
	186.2197	607.366724732	Triangulum	8.69
	165.5629	539.9933321240001		9.89
	232.0186	756.7425850159999		7.04
	100000.0	326156.0		9.37
	694.4444	2264.972077264	Cetus	9.42
	100000.0	326156.0	Cetus	9.61
	574.7126	1874.4596276559996	Andromeda	8.06
	314.4654	1025.6477700239998		9.16
	39.0168	127.255634208	Phoenix	10.63
	100000.0	326156.0	Cetus	9.39
	42.337	138.08466572		8.93
	128.041	417.61340395999997	Andromeda	7.92
	289.8551	945.3797999559999	Phoenix	9.29
	95.511	311.51485715999996	Cassiopeia	6.72
	42.9553	140.101288268	Cetus	8.76
	89.1266	290.691753496	Aries	8.25
	54.6747	178.324814532	Cetus	6.92
	100000.0	326156.0		8.99
	83.0565	270.89375814	Phoenix	8.16
	317.4603	1035.415816068	Cassiopeia	8.49
	128.5347	419.2236361319999		11.57
	100000.0	326156.0	Cassiopeia	8.96
	167.7852	547.241496912		9.13
	540.5405	1763.0052731799997	Andromeda	8.25
	47.5511	155.090765716		6.84
	243.9024	795.5023117439999	Triangulum	8.51
	204.499	666.9857584399999	Phoenix	9.97
	147.2754	480.34755362399994	Triangulum	7.71
	649.3506	2117.8959429359998		9.16
	159.4896	520.184899776	Cassiopeia	7.86
	223.7136	729.655329216	Cassiopeia	10.35
	271.0027	883.8915662119999	Triangulum	9.17
	184.1621	600.655738876	Cetus	9.48
	113.1222	368.954842632	Cetus	7.84
	917.4312	2992.2569046719996	Cetus	8.87
	207.9002	678.078976312		9.7
	92.5926	301.996320456	Triangulum	8.17
	96.5251	314.82240515599995	Cetus	7.83
	909.0909	2965.054515804		8.61
	303.0303	988.351505268	Aries	8.32
	258.3979	842.780254724		7.97
	312.5	1019.2375		8.8
	740.7407	2415.970237492		8.4
	76.746	250.31168375999997	Aries	7.64
	151.9757	495.67786409199994	Aries	7.47
	100000.0	326156.0	Cassiopeia	8.67
	100000.0	326156.0		7.49
	303.9514	991.3557281839999	Andromeda	6.85
	427.3504	1393.8289706239998	Eridanus	8.1
	90.2527	294.364596212		5.34
	100000.0	326156.0	Perseus	8.26
	141.844	462.63271663999996	Cetus	9.14
	99.9001	325.83017015599995		9.91
	393.7008	1284.078781248	Cetus	8.72
	458.7156	1496.1284523359998	Perseus	8.43
	278.5515	908.5124303399998	Cassiopeia	9.06
	110.9878	361.99336896799997	Cetus	9.02
	89.7666	292.779151896	Cetus	8.46
	507.6142	1655.6141701519998	Aries	7.24
	666.6667	2174.373442052	Andromeda	9.48
	250.0	815.39	Cassiopeia	8.3
	61.3874	200.218688344	Aries	6.61
	220.7506	719.991326936		8.91
	118.2033	385.52715514799996	Aries	8.45
	100000.0	326156.0	Cassiopeia	9.53
	277.0083	903.479190948		8.85
	180.1802	587.668533112	Cetus	8.48
	100000.0	326156.0	Cassiopeia	12.77
	115.0748	375.32336468799997	Phoenix	5.15
	277.7778	905.988961368	Triangulum	8.11
	100000.0	326156.0	Cassiopeia	8.86
	100000.0	326156.0	Perseus	9.66
	35.4862	115.74037047199998	Aries	10.16
	140.2525	457.44194389999996	Cetus	8.88
	189.7533	618.891773148	Cetus	9.94
	87.3362	284.852256472		8.57
	262.4672	856.0525208319999	Cepheus	7.87
	71.582	233.46898791999996		6.88
	114.0251	371.899705156		8.49
	757.5758	2470.8789262479995	Aries	6.54
	98.7167	321.970440052		9.08
	632.9114	2064.2785057839997		6.8
	45.683	148.99784548		7.06
	112.6126	367.29275165599995	Cetus	8.05
	143.8849	469.28923444399993	Cetus	9.81
	135.318	441.34777608	Eridanus	8.97
	129.8701	423.579123356	Aries	9.5
	326.7974	1065.869327944	Eridanus	7.8
	213.6752	696.9144853119999	Cetus	7.71
	35.2609	115.005541004	Cassiopeia	4.49
	277.7778	905.988961368	Cassiopeia	7.46
	105.8201	345.13860535599997	Perseus	8.21
	229.8851	749.784046756		9.54
	281.6901	918.7491625559999	Cetus	9.08
	207.9002	678.078976312		10.37
	202.4291	660.234655396	Andromeda	8.25
Alrescha	46.1681	150.580028236		3.82
	38.6399	126.02635224399998		10.48
	116.5501	380.13514415599997	Cetus	8.71
	314.4654	1025.6477700239998	Aries	8.38
	242.7184	791.640624704	Cassiopeia	8.01
	52.3013	170.58382802799997	Aries	7.21
	120.4819	392.95894576399996	Triangulum	6.57
	191.9386	626.019260216	Cassiopeia	6.64
	65.1042	212.341254552	Phoenix	7.71
	87.6424	285.850946144	Cetus	9.79
	62.1504	202.707258624		7.87
	100000.0	326156.0	Cassiopeia	9.22
	65.445	213.45279419999997		8.06
	57.1102	186.26834391199998	Andromeda	8.22
	323.6246	1055.521050376	Triangulum	7.98
	653.5948	2131.738655888	Eridanus	7.28
	150.6024	491.1987637439999	Eridanus	8.23
	167.5042	546.324998552	Cepheus	9.23
	223.2143	728.0268323079999	Perseus	4.99
	355.8719	1160.697554164	Cetus	10.04
	353.3569	1152.494730764	Andromeda	9.38
	194.9318	635.781761608	Andromeda	7.09
	211.8644	691.0084524639999	Eridanus	8.29
	153.8462	501.778612072	Eridanus	8.38
	227.2727	741.2635474119999	Aries	8.39
	106.7236	348.085424816	Eridanus	9.77
	322.5806	1052.1159817359999	Perseus	7.61
	293.2551	956.469103956		8.55
	155.2795	506.45340602	Aries	10.02
	632.9114	2064.2785057839997	Cetus	8.8
	151.7451	494.925748356	Aries	6.87
	216.4502	705.9653143119999	Andromeda	7.54
	50.9944	166.32129526399999		8.18
	249.3766	813.3567434959999	Aries	8.3
	147.0588	479.6410997279999		6.4
	446.4286	1456.0536646159999	Aries	8.06
	100000.0	326156.0	Perseus	8.94
	75.815	247.27517139999998	Phoenix	7.86
	235.8491	769.235990596	Andromeda	9.02
	273.9726	893.5780732559999	Andromeda	8.59
	128.866	420.30419096		9.9
	232.5581	758.5021966359999		9.03
	241.5459	787.8164456039999	Cetus	9.39
	561.7978	1832.337232568	Cetus	10.18
	100000.0	326156.0	Cetus	8.77
	180.5054	588.729192424	Eridanus	8.49
	206.1856	672.4867055359999	Aries	5.97
	203.666	664.2688789599999	Cetus	6.97
	262.4672	856.0525208319999		7.78
	225.2252	734.5855033119999		7.38
	233.6449	762.046860044	Cetus	12.11
	584.7953	1907.344958668	Cassiopeia	8.08
	96.9932	316.349141392	Phoenix	8.73
	236.9668	772.881436208		6.89
	854.7009	2787.658267404	Andromeda	8.76
	421.9409	1376.185561804	Perseus	8.42
	87.26	284.6037256	Triangulum	7.79
	91.1577	297.316308012	Cepheus	7.93
	155.7632	508.031022592	Cetus	8.6
	206.6116	673.876130096		8.97
	283.2861	923.9546123159998		7.93
	505.0505	1647.25250878		8.18
	564.9718	1842.689424008	Eridanus	8.85
	76.5697	249.73667073199996		9.21
	170.3578	555.632186168	Cetus	8.5
	100000.0	326156.0		8.03
	32.3625	105.55223549999998	Phoenix	9.02
	438.5965	1430.5088005399998		8.88
	529.1005	1725.6930267799999	Phoenix	8.49
	309.5975	1009.7708221	Perseus	8.71
	374.5318	1221.5579376079997	Cetus	7.55
	467.2897	1524.0933939319998		9.12
	92.6784	302.27616230399997	Triangulum	8.2
	30.8833	100.72773594799999		12.26
	265.252	865.13531312	Aries	8.83
	257.0694	838.4472722639998		6.3
	100.3009	327.137403404	Cetus	6.91
	83.8926	273.620748456	Cassiopeia	6.0
	331.1258	1079.9866642480001	Aries	10.08
	434.7826	1418.069536856	Cetus	9.92
	135.1351	440.75123675599997	Cetus	9.87
	295.858	964.9586184799999	Cepheus	6.04
	246.3054	803.3398404239999	Aries	6.53
	120.048	391.54375488	Triangulum	5.5
	271.0027	883.8915662119999	Eridanus	7.28
	109.8901	358.413154556	Cetus	5.87
	537.6344	1753.5268536639999	Cassiopeia	5.59
	396.8254	1294.269851624		8.07
	140.2525	457.44194389999996	Cassiopeia	9.35
	49.2854	160.74728922399999		6.88
	218.3406	712.1309673359999	Cetus	7.62
	384.6154	1254.446204024	Eridanus	8.1
	105.8201	345.13860535599997	Cetus	8.58
	336.7003	1098.168230468		8.41
	240.9639	785.918217684	Andromeda	8.33
	877.193	2861.0176010799996	Perseus	8.11
	49.4805	161.38361958	Perseus	7.7
	257.732	840.60838192	Andromeda	7.8
	118.624	386.89929343999995	Cassiopeia	6.12
	119.4743	389.672597908		8.85
	139.8601	456.16210775599995	Phoenix	9.32
	86.1326	280.92664285599994	Cetus	5.42
	183.4862	598.451250472	Triangulum	8.42
	61.9195	201.95416441999998	Cetus	9.52
	227.7904	742.9520570239999		8.58
	257.732	840.60838192	Cetus	8.15
	115.8749	377.932938844	Perseus	7.8
	373.1343	1216.999907508		10.07
	729.927	2380.7007061199997	Cetus	7.6
	143.0615	466.6036659399999	Perseus	8.78
	48.1696	157.108040576	Cassiopeia	3.95
	40.3063	131.46141582799999		11.86
	136.2398	444.354282088	Perseus	7.88
	131.2336	428.02626041599996	Aries	8.46
	442.4779	1443.1682195239998	Aries	8.42
	28.7853	93.884983068	Cetus	11.16
	308.642	1006.65440152	Cassiopeia	7.75
	393.7008	1284.078781248	Triangulum	9.13
	118.0638	385.07216752799997		8.29
	49.2611	160.668033316	Aries	11.54
	164.7446	537.3243975759999	Aries	7.39
	322.5806	1052.1159817359999	Aries	8.26
	540.5405	1763.0052731799997		9.47
	78.8022	257.018103432		9.69
	617.284	2013.30880304	Cetus	8.1
	100000.0	326156.0	Aries	9.44
	158.2278	516.069463368	Cepheus	8.11
	100000.0	326156.0	Cepheus	7.92
	217.8649	710.579443244	Cetus	7.28
	90.0901	293.834266556	Cetus	10.15
	70.6215	230.33625954	Aries	9.2
	552.4862	1801.9668904720002	Aries	8.68
	465.1163	1517.004719428	Cetus	9.0
	48.7092	158.867978352	Aries	5.64
	166.113	541.78751628	Cetus	5.61
	192.3077	627.223102012	Aries	8.41
	92.2509	300.881845404		8.07
	352.1127	1148.436697812	Cetus	8.6
	272.4796	888.708564176	Aries	6.24
	141.844	462.63271663999996		8.69
	44.0335	143.61790225999997	Phoenix	8.69
	160.2564	522.685863984	Triangulum	8.39
	110.9878	361.99336896799997	Cetus	5.96
	294.1176	959.2821994559998	Andromeda	9.73
	598.8024	1953.029955744	Cepheus	9.03
	73.692	240.35087951999995	Cetus	8.34
	100000.0	326156.0	Cassiopeia	7.53
	99.0099	322.926729444	Triangulum	7.74
	122.6994	400.19145506399997	Cetus	9.39
	487.8049	1591.004949644	Eridanus	8.4
	220.7506	719.991326936	Cetus	7.03
Almach	120.4819	392.95894576399996	Andromeda	2.1
	340.1361	1109.374298316	Cetus	7.92
	48.9237	159.56758297199997	Phoenix	7.3
	60.1323	196.12510438799998	Aries	8.91
	280.112	913.60209472	Triangulum	8.25
	403.2258	1315.145140248	Cetus	8.95
	116.4144	379.69255046399996	Phoenix	8.89
	280.8989	916.168616284		7.86
	84.246	274.77338375999994		7.19
	62.8141	204.871955996	Eridanus	10.01
	319.4888	1042.031890528		9.91
	164.7446	537.3243975759999		9.31
	93.1966	303.966302696	Phoenix	8.89
	156.7398	511.21626208799995	Cetus	8.71
	201.6129	657.572570124	Aries	9.38
	404.8583	1320.4696369479998	Cetus	6.43
	141.0437	460.02249017199995	Perseus	6.66
	51.0204	166.406095824	Cetus	9.51
	492.6108	1606.6796808479999	Cetus	7.91
	43.2526	141.070950056	Cassiopeia	7.36
	73.046	238.24391176		9.47
	223.7136	729.655329216		9.72
	342.4658	1116.9727546479999	Eridanus	9.14
	258.3979	842.780254724	Eridanus	8.26
	167.2241	545.4114355959999	Cetus	8.42
	79.8085	260.30021125999997	Cassiopeia	7.68
	980.3922	3197.6079838319997	Triangulum	8.6
	100000.0	326156.0	Andromeda	8.81
	229.8851	749.784046756	Perseus	8.3
	155.0388	505.668348528	Aries	7.14
	236.4066	771.0543102959999	Cetus	10.26
	269.5418	879.126753208	Andromeda	9.39
	69.6379	227.128189124	Phoenix	7.81
	98.2318	320.388909608	Phoenix	9.27
	119.3317	389.207499452	Aries	8.94
	751.8797	2452.3007543319995	Perseus	8.93
	172.7116	563.3092460959999	Aries	10.42
	113.7656	371.053330336		4.68
	76.864	250.69654784	Cetus	7.5
	168.6341	550.0102351959999		7.7
	100000.0	326156.0	Triangulum	10.25
	125.3133	408.71684674799997	Cetus	8.41
	490.1961	1598.8039919159999	Eridanus	9.14
	34.9528	114.000654368	Aries	7.43
	100000.0	326156.0		10.52
	47.7555	155.75742857999998	Eridanus	6.45
	64.3501	209.881712156		7.27
	220.2643	718.4052303079999		9.29
	218.3406	712.1309673359999	Aries	8.66
	100000.0	326156.0	Cassiopeia	9.33
	312.5	1019.2375	Perseus	8.17
	109.529	357.23540524	Cassiopeia	6.52
	78.3085	255.40787125999998	Cetus	8.66
	248.7562	811.333271672		7.7
	146.4129	477.53445812399997		8.78
	326.7974	1065.869327944	Perseus	8.74
	884.9558	2886.3364390479996	Andromeda	9.12
	328.9474	1072.881681944		7.99
	115.0748	375.32336468799997	Triangulum	8.17
	100000.0	326156.0	Eridanus	8.78
	208.7683	680.910336548	Andromeda	8.25
	375.9398	1226.150214088	Cetus	7.37
	100000.0	326156.0	Perseus	9.4
	200.8032	654.931684992	Perseus	9.6
	97.2763	317.272489028	Cassiopeia	8.22
	109.0513	355.67735802799996	Cetus	9.82
	127.8772	417.079160432		6.44
	800.0	2609.248	Triangulum	8.73
	123.0012	401.175793872	Eridanus	9.51
	54.8546	178.91156917599997	Aries	8.8
	284.0909	926.5795158039998		7.94
	100000.0	326156.0		12.85
	347.2222	1132.486038632	Cetus	10.41
	90.3342	294.63041335199995		10.05
	46.8823	152.909434388	Aries	9.51
	251.2563	819.487497828	Perseus	8.6
	25.6016	83.501154496	Cetus	7.79
	632.9114	2064.2785057839997	Cepheus	9.8
	213.6752	696.9144853119999		7.04
	100000.0	326156.0	Cassiopeia	7.1
	505.0505	1647.25250878		8.15
	244.4988	797.4475061279999	Cetus	8.46
	862.069	2811.68976764	Cetus	7.92
	93.8086	305.962377416	Perseus	6.53
	9.1424	29.818486143999998	Cetus	10.19
	99.8004	325.50499262399995	Aries	8.9
	65.8328	214.717627168	Cassiopeia	7.51
	617.284	2013.30880304	Phoenix	9.78
	33.1565	108.14191414	Cassiopeia	5.27
	133.6898	436.0373040879999	Eridanus	7.71
	142.8571	465.937003076	Cetus	9.77
	432.9004	1411.9306286239998		10.19
	332.2259	1083.574706404	Cetus	9.31
	283.2861	923.9546123159998	Cetus	8.29
	584.7953	1907.344958668		9.52
	333.3333	1087.186557948	Phoenix	8.79
	602.4096	1964.7950549759996		7.34
	578.0347	1885.294856132	Andromeda	8.91
	100000.0	326156.0		7.34
	197.6285	644.57721046	Triangulum	7.82
	66.8003	217.87318646799997	Eridanus	9.6
	649.3506	2117.8959429359998	Andromeda	9.01
	48.0307	156.655009892	Cetus	8.68
	136.2398	444.354282088	Cassiopeia	9.15
	133.8688	436.62112332799995	Cetus	9.78
	429.1845	1399.81099782	Cassiopeia	8.01
	133.6898	436.0373040879999	Cassiopeia	9.35
	236.4066	771.0543102959999		8.74
	100000.0	326156.0		7.01
	23.2396	75.79734977599999		10.88
	152.439	497.1889448399999		11.06
	220.2643	718.4052303079999	Cetus	9.83
	132.626	432.56765656	Phoenix	8.62
	39.604	129.17082223999998	Cetus	9.56
	87.7963	286.352900228	Perseus	6.99
	271.7391	886.293378996	Cetus	8.88
	176.3668	575.230900208	Cassiopeia	8.86
	490.1961	1598.8039919159999	Eridanus	7.81
	826.4463	2695.5041942279995	Aries	9.7
	309.5975	1009.7708221	Andromeda	8.48
	740.7407	2415.970237492		9.4
	574.7126	1874.4596276559996	Eridanus	9.21
	37.4953	122.29317066799999		12.02
	122.6994	400.19145506399997	Cassiopeia	5.22
	51.8403	169.08024886799998	Aries	10.03
	653.5948	2131.738655888	Cassiopeia	8.3
	159.4896	520.184899776	Cetus	10.77
	452.4887	1475.8190443719998	Eridanus	9.69
	87.5657	285.600784492	Eridanus	7.47
	43.8404	142.988095024		8.95
	100000.0	326156.0	Andromeda	11.81
	67.6133	220.52483474799996		9.05
	133.6898	436.0373040879999	Andromeda	9.78
	150.6024	491.1987637439999		7.31
	46.6418	152.125029208		8.55
	135.318	441.34777608		10.15
	170.068	554.68698608	Phoenix	8.51
	95.9693	313.009630108	Aries	8.2
	395.2569	1289.1540947639999	Cetus	8.64
	114.9425	374.89186029999996	Andromeda	7.58
	247.5248	807.3169866879999	Andromeda	8.7
	202.0202	658.9010035119999	Aries	7.55
	73.7463	240.527982228	Aries	7.88
	214.1328	698.4069751679999		9.22
	107.5269	350.70543596399995		9.79
	92.1659	300.60461280399994		6.79
	9.2756	30.252925936		12.15
	574.7126	1874.4596276559996	Phoenix	9.77
	28.0348	91.437182288	Triangulum	9.83
	253.8071	827.8070850759999		9.38
	224.2152	731.291327712		7.81
	191.5709	624.819984604		8.67
	427.3504	1393.8289706239998	Perseus	8.86
	719.4245	2346.44617222		9.28
	116.2791	379.25126139599996	Cetus	9.31
	284.0909	926.5795158039998	Cassiopeia	8.36
	694.4444	2264.972077264	Aries	9.1
	141.6431	461.977469236	Cetus	8.34
	116.144	378.81062464	Cetus	8.2
	244.4988	797.4475061279999	Cassiopeia	7.53
	146.8429	478.9369289239999	Andromeda	6.86
	108.1081	352.60105463599996	Cetus	9.34
	414.9378	1353.3445309679998	Cassiopeia	7.49
	234.7418	765.624465208	Cepheus	9.46
	892.8571	2912.1070030759997	Cassiopeia	10.35
	67.1592	219.043760352	Andromeda	7.42
	95.057	310.03410892		8.76
	67.7507	220.97297309199996	Cetus	6.74
	100000.0	326156.0	Perseus	7.93
	248.139	809.32023684		6.27
	143.0615	466.6036659399999		9.73
	153.1394	499.47334146399993	Cetus	8.59
	384.6154	1254.446204024	Phoenix	7.08
	157.9779	515.254399524	Cetus	7.36
	219.7802	716.826309112	Aries	7.75
	122.8501	400.68297215599995	Aries	7.56
	787.4016	2568.157562496	Perseus	7.98
	100000.0	326156.0	Andromeda	8.32
	106.9519	348.830038964	Phoenix	9.33
	246.3054	803.3398404239999	Cetus	6.96
	67.659	220.67388804	Aries	8.47
	94.2507	307.40431309199994	Cetus	9.46
	510.2041	1664.0612843959998	Andromeda	7.9
	561.7978	1832.337232568	Cetus	8.38
	383.1418	1249.639969208	Aries	8.82
